Protocol,Length,dates,Source,Destination,source port,Destination port,Count
TLSv1.2,969,2020-06-06,130.240.134.20,89.18.105.60,44117,8883,11
TLSv1.2,971,2020-06-06,130.240.134.20,89.18.105.60,44117,8883,15
TLSv1.2,973,2020-06-06,130.240.134.20,89.18.105.60,44117,8883,323
TLSv1.2,97,2020-06-04,130.240.134.20,89.18.105.60,44117,8883,1440
TLSv1.2,96,2020-06-04,89.18.105.60,130.240.134.20,8883,44117,1440
TLSv1.2,165,2020-06-04,130.240.134.20,89.18.105.60,44117,8883,2
TLSv1.2,166,2020-06-04,130.240.134.20,89.18.105.60,44117,8883,11
TLSv1.2,183,2020-06-04,130.240.134.20,89.18.105.60,44117,8883,9
TLSv1.2,191,2020-06-04,130.240.134.20,89.18.105.60,44117,8883,29984
TLSv1.2,192,2020-06-04,130.240.134.20,89.18.105.60,44117,8883,2
TLSv1.2,204,2020-06-04,130.240.134.20,89.18.105.60,44117,8883,31
TLSv1.2,205,2020-06-04,130.240.134.20,89.18.105.60,44117,8883,14
TLSv1.2,206,2020-06-04,130.240.134.20,89.18.105.60,44117,8883,3
TLSv1.2,212,2020-06-04,130.240.134.20,89.18.105.60,44117,8883,3
TLSv1.2,239,2020-06-04,130.240.134.20,89.18.105.60,44117,8883,4
TLSv1.2,240,2020-06-04,130.240.134.20,89.18.105.60,44117,8883,44
TLSv1.2,967,2020-06-04,130.240.134.20,89.18.105.60,44117,8883,9
TLSv1.2,969,2020-06-04,130.240.134.20,89.18.105.60,44117,8883,11
TLSv1.2,971,2020-06-04,130.240.134.20,89.18.105.60,44117,8883,15
TLSv1.2,973,2020-06-04,130.240.134.20,89.18.105.60,44117,8883,325
TLSv1.2,97,2020-03-14,130.240.134.20,89.18.105.60,34223,8883,1440
TLSv1.2,96,2020-03-14,89.18.105.60,130.240.134.20,8883,34223,1440
TLSv1.2,166,2020-03-14,130.240.134.20,89.18.105.60,34223,8883,10
TLSv1.2,183,2020-03-14,130.240.134.20,89.18.105.60,34223,8883,7
TLSv1.2,191,2020-03-14,130.240.134.20,89.18.105.60,34223,8883,15070
TLSv1.2,192,2020-03-14,130.240.134.20,89.18.105.60,34223,8883,280
TLSv1.2,204,2020-03-14,130.240.134.20,89.18.105.60,34223,8883,32
TLSv1.2,205,2020-03-14,130.240.134.20,89.18.105.60,34223,8883,10
TLSv1.2,206,2020-03-14,130.240.134.20,89.18.105.60,34223,8883,6
TLSv1.2,212,2020-03-14,130.240.134.20,89.18.105.60,34223,8883,3
TLSv1.2,239,2020-03-14,130.240.134.20,89.18.105.60,34223,8883,3
TLSv1.2,240,2020-03-14,130.240.134.20,89.18.105.60,34223,8883,21
TLSv1.2,974,2020-03-14,130.240.134.20,89.18.105.60,34223,8883,20
TLSv1.2,976,2020-03-14,130.240.134.20,89.18.105.60,34223,8883,20
TLSv1.2,978,2020-03-14,130.240.134.20,89.18.105.60,34223,8883,320
TLSv1.2,97,2020-03-15,130.240.134.20,89.18.105.60,34223,8883,1440
TLSv1.2,96,2020-03-15,89.18.105.60,130.240.134.20,8883,34223,1440
TLSv1.2,166,2020-03-15,130.240.134.20,89.18.105.60,34223,8883,9
TLSv1.2,183,2020-03-15,130.240.134.20,89.18.105.60,34223,8883,6
TLSv1.2,191,2020-03-15,130.240.134.20,89.18.105.60,34223,8883,15116
TLSv1.2,192,2020-03-15,130.240.134.20,89.18.105.60,34223,8883,235
TLSv1.2,204,2020-03-15,130.240.134.20,89.18.105.60,34223,8883,34
TLSv1.2,205,2020-03-15,130.240.134.20,89.18.105.60,34223,8883,9
TLSv1.2,206,2020-03-15,130.240.134.20,89.18.105.60,34223,8883,5
TLSv1.2,239,2020-03-15,130.240.134.20,89.18.105.60,34223,8883,2
TLSv1.2,240,2020-03-15,130.240.134.20,89.18.105.60,34223,8883,22
TLSv1.2,974,2020-03-15,130.240.134.20,89.18.105.60,34223,8883,20
TLSv1.2,976,2020-03-15,130.240.134.20,89.18.105.60,34223,8883,20
TLSv1.2,978,2020-03-15,130.240.134.20,89.18.105.60,34223,8883,320
TLSv1.2,97,2020-04-26,130.240.134.20,89.18.105.60,57811,8883,1440
TLSv1.2,96,2020-04-26,89.18.105.60,130.240.134.20,8883,57811,1440
TLSv1.2,162,2020-04-26,130.240.134.20,89.18.105.60,57811,8883,10
TLSv1.2,164,2020-04-26,130.240.134.20,89.18.105.60,57811,8883,10
TLSv1.2,166,2020-04-26,130.240.134.20,89.18.105.60,57811,8883,9
TLSv1.2,170,2020-04-26,130.240.134.20,89.18.105.60,57811,8883,10
TLSv1.2,172,2020-04-26,130.240.134.20,89.18.105.60,57811,8883,8
TLSv1.2,174,2020-04-26,130.240.134.20,89.18.105.60,57811,8883,5
TLSv1.2,177,2020-04-26,130.240.134.20,89.18.105.60,57811,8883,1
TLSv1.2,183,2020-04-26,130.240.134.20,89.18.105.60,57811,8883,4
TLSv1.2,186,2020-04-26,130.240.134.20,89.18.105.60,57811,8883,10
TLSv1.2,204,2020-04-26,130.240.134.20,89.18.105.60,57811,8883,24
TLSv1.2,205,2020-04-26,130.240.134.20,89.18.105.60,57811,8883,23
TLSv1.2,206,2020-04-26,130.240.134.20,89.18.105.60,57811,8883,1
TLSv1.2,282,2020-04-26,130.240.134.20,89.18.105.60,57811,8883,4
TLSv1.2,283,2020-04-26,130.240.134.20,89.18.105.60,57811,8883,2
TLSv1.2,285,2020-04-26,130.240.134.20,89.18.105.60,57811,8883,2
TLSv1.2,971,2020-04-26,130.240.134.20,89.18.105.60,57811,8883,35
TLSv1.2,973,2020-04-26,130.240.134.20,89.18.105.60,57811,8883,325
TLSv1.2,97,2020-05-30,130.240.134.20,89.18.105.60,36655,8883,1440
TLSv1.2,96,2020-05-30,89.18.105.60,130.240.134.20,8883,36655,1440
TLSv1.2,165,2020-05-30,130.240.134.20,89.18.105.60,36655,8883,2
TLSv1.2,166,2020-05-30,130.240.134.20,89.18.105.60,36655,8883,11
TLSv1.2,183,2020-05-30,130.240.134.20,89.18.105.60,36655,8883,9
TLSv1.2,191,2020-05-30,130.240.134.20,89.18.105.60,36655,8883,29818
TLSv1.2,192,2020-05-30,130.240.134.20,89.18.105.60,36655,8883,2
TLSv1.2,204,2020-05-30,130.240.134.20,89.18.105.60,36655,8883,25
TLSv1.2,205,2020-05-30,130.240.134.20,89.18.105.60,36655,8883,17
TLSv1.2,206,2020-05-30,130.240.134.20,89.18.105.60,36655,8883,6
TLSv1.2,239,2020-05-30,130.240.134.20,89.18.105.60,36655,8883,5
TLSv1.2,240,2020-05-30,130.240.134.20,89.18.105.60,36655,8883,43
TLSv1.2,971,2020-05-30,130.240.134.20,89.18.105.60,36655,8883,7
TLSv1.2,973,2020-05-30,130.240.134.20,89.18.105.60,36655,8883,353
TLSv1.2,97,2020-04-25,130.240.134.20,89.18.105.60,57811,8883,1440
TLSv1.2,96,2020-04-25,89.18.105.60,130.240.134.20,8883,57811,1440
TLSv1.2,162,2020-04-25,130.240.134.20,89.18.105.60,57811,8883,10
TLSv1.2,164,2020-04-25,130.240.134.20,89.18.105.60,57811,8883,10
TLSv1.2,166,2020-04-25,130.240.134.20,89.18.105.60,57811,8883,9
TLSv1.2,170,2020-04-25,130.240.134.20,89.18.105.60,57811,8883,10
TLSv1.2,172,2020-04-25,130.240.134.20,89.18.105.60,57811,8883,9
TLSv1.2,174,2020-04-25,130.240.134.20,89.18.105.60,57811,8883,5
TLSv1.2,177,2020-04-25,130.240.134.20,89.18.105.60,57811,8883,2
TLSv1.2,183,2020-04-25,130.240.134.20,89.18.105.60,57811,8883,5
TLSv1.2,186,2020-04-25,130.240.134.20,89.18.105.60,57811,8883,10
TLSv1.2,204,2020-04-25,130.240.134.20,89.18.105.60,57811,8883,23
TLSv1.2,205,2020-04-25,130.240.134.20,89.18.105.60,57811,8883,18
TLSv1.2,206,2020-04-25,130.240.134.20,89.18.105.60,57811,8883,6
TLSv1.2,282,2020-04-25,130.240.134.20,89.18.105.60,57811,8883,4
TLSv1.2,283,2020-04-25,130.240.134.20,89.18.105.60,57811,8883,1
TLSv1.2,285,2020-04-25,130.240.134.20,89.18.105.60,57811,8883,2
TLSv1.2,971,2020-04-25,130.240.134.20,89.18.105.60,57811,8883,13
TLSv1.2,973,2020-04-25,130.240.134.20,89.18.105.60,57811,8883,124
TLSv1.2,975,2020-04-25,130.240.134.20,89.18.105.60,57811,8883,223
TLSv1.2,97,2020-05-31,130.240.134.20,89.18.105.60,36655,8883,1440
TLSv1.2,96,2020-05-31,89.18.105.60,130.240.134.20,8883,36655,1440
TLSv1.2,165,2020-05-31,130.240.134.20,89.18.105.60,36655,8883,2
TLSv1.2,166,2020-05-31,130.240.134.20,89.18.105.60,36655,8883,10
TLSv1.2,183,2020-05-31,130.240.134.20,89.18.105.60,36655,8883,8
TLSv1.2,191,2020-05-31,130.240.134.20,89.18.105.60,36655,8883,29864
TLSv1.2,192,2020-05-31,130.240.134.20,89.18.105.60,36655,8883,2
TLSv1.2,204,2020-05-31,130.240.134.20,89.18.105.60,36655,8883,26
TLSv1.2,205,2020-05-31,130.240.134.20,89.18.105.60,36655,8883,17
TLSv1.2,206,2020-05-31,130.240.134.20,89.18.105.60,36655,8883,5
TLSv1.2,239,2020-05-31,130.240.134.20,89.18.105.60,36655,8883,7
TLSv1.2,240,2020-05-31,130.240.134.20,89.18.105.60,36655,8883,41
TLSv1.2,971,2020-05-31,130.240.134.20,89.18.105.60,36655,8883,3
TLSv1.2,973,2020-05-31,130.240.134.20,89.18.105.60,36655,8883,357
